tool,src_bytes,dst_bytes,ratio_saved,compress_ms,decompress_ms,verified,status
zstd,74796,27714,0.6295,5.126,8.787,yes,ok
xz,74796,27714,0.6295,2.659,9.255,yes,ok
bzip2,74796,23550,0.6851,68.060,8.826,yes,ok
gzip,74796,27726,0.6293,2.920,9.444,yes,ok
lz4,74796,27714,0.6295,2.624,8.999,yes,ok
