tool,src_bytes,dst_bytes,ratio_saved,compress_ms,decompress_ms,verified,status
zstd,76026847,21267014,0.7203,2582.248,208.732,yes,ok
xz,76026847,21267014,0.7203,2575.462,206.736,yes,ok
bzip2,76026847,15703685,0.7934,76959.823,233.971,yes,ok
gzip,76026847,21267026,0.7203,2658.745,204.517,yes,ok
lz4,76026847,21267014,0.7203,2656.577,213.435,yes,ok
