tool,src_bytes,dst_bytes,ratio_saved,compress_ms,decompress_ms,verified,status
zstd,24143781,24083400,0.0025,391.001,64.934,yes,ok
xz,24143781,24083400,0.0025,360.410,62.903,yes,ok
bzip2,24143781,23992633,0.0063,29941.761,98.781,yes,ok
gzip,24143781,24083412,0.0025,362.340,63.818,yes,ok
lz4,24143781,24083400,0.0025,361.862,63.001,yes,ok
