tool,src_bytes,dst_bytes,ratio_saved,compress_ms,decompress_ms,verified,status
zstd,20246,12124,0.4012,3.630,0.377,yes,ok
xz,20246,11401,0.4369,74.947,17.304,yes,ok
bzip2,20246,11049,0.4543,19.589,9.021,yes,ok
gzip,20246,12104,0.4022,2.013,8.843,yes,ok
lz4,20246,18672,0.0777,1.827,0.333,yes,ok
