tool,src_bytes,dst_bytes,ratio_saved,compress_ms,decompress_ms,verified,status
zstd,11331651,11286423,0.0040,187.518,25.661,yes,ok
xz,11331651,11286423,0.0040,170.860,27.999,yes,ok
bzip2,11331651,11197320,0.0119,15400.959,58.517,yes,ok
gzip,11331651,11286435,0.0040,171.748,27.820,yes,ok
lz4,11331651,11286423,0.0040,169.071,28.053,yes,ok
