tool,src_bytes,dst_bytes,ratio_saved,compress_ms,decompress_ms,verified,status
zstd,6471,2264,0.6501,1.938,2.152,yes,ok
xz,6471,2264,0.6501,1.086,0.797,yes,ok
bzip2,6471,1867,0.7115,12.140,0.573,yes,ok
gzip,6471,2276,0.6483,0.490,0.370,yes,ok
lz4,6471,2264,0.6501,0.339,0.373,yes,ok
