tool,src_bytes,dst_bytes,ratio_saved,compress_ms,decompress_ms,verified,status
zstd,306907,20248,0.9340,194.817,0.523,yes,ok
xz,306907,19688,0.9359,1442.245,22.585,yes,ok
bzip2,306907,19284,0.9372,324.482,8.171,yes,ok
gzip,306907,23307,0.9241,20.635,9.170,yes,ok
lz4,306907,57784,0.8117,4.056,1.583,yes,ok
