tool,src_bytes,dst_bytes,ratio_saved,compress_ms,decompress_ms,verified,status
zstd,549,394,0.2823,0.582,0.041,yes,ok
xz,549,419,0.2368,44.899,12.719,yes,ok
bzip2,549,326,0.4062,1.451,7.502,yes,ok
gzip,549,393,0.2842,0.519,7.848,yes,ok
lz4,549,540,0.0164,0.449,0.030,yes,ok
