tool,src_bytes,dst_bytes,ratio_saved,compress_ms,decompress_ms,verified,status
zstd,76026847,21267014,0.7203,2593.407,202.322,yes,ok
xz,76026847,21267014,0.7203,2574.165,206.056,yes,ok
bzip2,76026847,15703685,0.7934,76849.596,229.888,yes,ok
gzip,76026847,21267026,0.7203,2574.959,207.048,yes,ok
lz4,76026847,21267014,0.7203,2572.507,205.722,yes,ok
