tool,src_bytes,dst_bytes,ratio_saved,compress_ms,decompress_ms,verified,status
zstd,74796,27714,0.6295,6.575,10.472,yes,ok
xz,74796,27714,0.6295,2.985,9.392,yes,ok
bzip2,74796,23550,0.6851,69.571,9.255,yes,ok
gzip,74796,27726,0.6293,3.383,9.181,yes,ok
lz4,74796,27714,0.6295,4.042,9.370,yes,ok
