tool,src_bytes,dst_bytes,ratio_saved,compress_ms,decompress_ms,verified,status
zstd,74796,27714,0.6295,6.040,10.276,yes,ok
xz,74796,27714,0.6295,3.577,9.381,yes,ok
bzip2,74796,23550,0.6851,70.513,9.920,yes,ok
gzip,74796,27726,0.6293,3.533,9.275,yes,ok
lz4,74796,27714,0.6295,3.127,9.493,yes,ok
