tool,src_bytes,dst_bytes,ratio_saved,compress_ms,decompress_ms,verified,status
zstd,11331651,11286423,0.0040,236.101,61.155,yes,ok
xz,11331651,11286423,0.0040,225.395,57.576,yes,ok
bzip2,11331651,11197320,0.0119,19431.418,88.764,yes,ok
gzip,11331651,11286435,0.0040,204.945,52.110,yes,ok
lz4,11331651,11286423,0.0040,205.698,48.441,yes,ok
